Media,Model,Treatment,Initial Density,Days of incubation,E. huxleyi per mL
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,4,155
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,4,1461
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,4,13641
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,4,58368
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,4,14718
SW,Temperate with phenomenological induction,Uninfected,to the first,4,155
SW,Temperate with phenomenological induction,Uninfected,to the second,4,1461
SW,Temperate with phenomenological induction,Uninfected,to the third,4,13641
SW,Temperate with phenomenological induction,Uninfected,to the fourth,4,125870
SW,Temperate with phenomenological induction,Uninfected,to the fifth,4,1147136
SW,Temperate with phenomenological induction,Preinfected,to the first,4,155
SW,Temperate with phenomenological induction,Preinfected,to the second,4,1461
SW,Temperate with phenomenological induction,Preinfected,to the third,4,13641
SW,Temperate with phenomenological induction,Preinfected,to the fourth,4,69139
SW,Temperate with phenomenological induction,Preinfected,to the fifth,4,13500
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,4,155
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,4,1461
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,4,13641
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,4,49450
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,4,13500
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,5,256
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,5,2282
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,5,6621
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,5,6460
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,5,8971
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,5,257
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,5,2328
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,5,20850
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,5,184277
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,5,1607614
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,5,162
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,5,1375
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,5,3962
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,5,7446
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,5,8229
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,5,3
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,5,32
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,5,320
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,5,3241
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,5,8229
SW,Virulent lytic-only,10:1 Co-incubation,to the first,5,256
SW,Virulent lytic-only,10:1 Co-incubation,to the second,5,2270
SW,Virulent lytic-only,10:1 Co-incubation,to the third,5,4233
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,5,1671
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,5,8971
SW,Virulent lytic-only,Uninfected,to the first,5,257
SW,Virulent lytic-only,Uninfected,to the second,5,2328
SW,Virulent lytic-only,Uninfected,to the third,5,20850
SW,Virulent lytic-only,Uninfected,to the fourth,5,184277
SW,Virulent lytic-only,Uninfected,to the fifth,5,1607614
SW,Virulent lytic-only,Preinfected,to the first,5,1
SW,Virulent lytic-only,Preinfected,to the second,5,8
SW,Virulent lytic-only,Preinfected,to the third,5,83
SW,Virulent lytic-only,Preinfected,to the fourth,5,823
SW,Virulent lytic-only,Preinfected,to the fifth,5,8229
SW,Virulent lytic-only,Preinfected with added viruses,to the first,5,1
SW,Virulent lytic-only,Preinfected with added viruses,to the second,5,8
SW,Virulent lytic-only,Preinfected with added viruses,to the third,5,82
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,5,823
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,5,8229
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,5,257
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,5,2328
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,5,20850
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,5,35579
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,5,8971
SW,Temperate with phenomenological induction,Uninfected,to the first,5,257
SW,Temperate with phenomenological induction,Uninfected,to the second,5,2328
SW,Temperate with phenomenological induction,Uninfected,to the third,5,20850
SW,Temperate with phenomenological induction,Uninfected,to the fourth,5,184277
SW,Temperate with phenomenological induction,Uninfected,to the fifth,5,1607614
SW,Temperate with phenomenological induction,Preinfected,to the first,5,257
SW,Temperate with phenomenological induction,Preinfected,to the second,5,2328
SW,Temperate with phenomenological induction,Preinfected,to the third,5,20850
SW,Temperate with phenomenological induction,Preinfected,to the fourth,5,42145
SW,Temperate with phenomenological induction,Preinfected,to the fifth,5,8229
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,5,257
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,5,2328
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,5,20850
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,5,30143
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,5,8229
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,6,376
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,6,3209
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,6,4092
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,6,4375
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,6,5387
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,6,377
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,6,3270
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,6,28048
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,6,237871
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,6,1996801
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,6,266
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,6,2166
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,6,2784
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,6,5060
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,6,4942
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,6,2
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,6,20
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,6,198
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,6,2013
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,6,4941
SW,Virulent lytic-only,10:1 Co-incubation,to the first,6,376
SW,Virulent lytic-only,10:1 Co-incubation,to the second,6,3193
SW,Virulent lytic-only,10:1 Co-incubation,to the third,6,2573
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,6,1004
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,6,5387
SW,Virulent lytic-only,Uninfected,to the first,6,377
SW,Virulent lytic-only,Uninfected,to the second,6,3270
SW,Virulent lytic-only,Uninfected,to the third,6,28048
SW,Virulent lytic-only,Uninfected,to the fourth,6,237871
SW,Virulent lytic-only,Uninfected,to the fifth,6,1996801
SW,Virulent lytic-only,Preinfected,to the first,6,1
SW,Virulent lytic-only,Preinfected,to the second,6,5
SW,Virulent lytic-only,Preinfected,to the third,6,51
SW,Virulent lytic-only,Preinfected,to the fourth,6,494
SW,Virulent lytic-only,Preinfected,to the fifth,6,4942
SW,Virulent lytic-only,Preinfected with added viruses,to the first,6,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,6,5
SW,Virulent lytic-only,Preinfected with added viruses,to the third,6,49
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,6,494
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,6,4941
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,6,377
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,6,3270
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,6,28048
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,6,21365
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,6,5387
SW,Temperate with phenomenological induction,Uninfected,to the first,6,377
SW,Temperate with phenomenological induction,Uninfected,to the second,6,3270
SW,Temperate with phenomenological induction,Uninfected,to the third,6,28048
SW,Temperate with phenomenological induction,Uninfected,to the fourth,6,237871
SW,Temperate with phenomenological induction,Uninfected,to the fifth,6,1996801
SW,Temperate with phenomenological induction,Preinfected,to the first,6,377
SW,Temperate with phenomenological induction,Preinfected,to the second,6,3270
SW,Temperate with phenomenological induction,Preinfected,to the third,6,28048
SW,Temperate with phenomenological induction,Preinfected,to the fourth,6,25308
SW,Temperate with phenomenological induction,Preinfected,to the fifth,6,4942
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,6,377
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,6,3270
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,6,28025
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,6,18100
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,6,4941
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,7,478
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,7,3942
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,7,2551
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,7,2980
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,7,3284
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,7,479
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,7,4010
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,7,33290
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,7,274252
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,7,2244661
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,7,382
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,7,2993
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,7,1880
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,7,3461
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,7,3012
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,7,1
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,7,12
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,7,124
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,7,1267
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,7,3012
SW,Virulent lytic-only,10:1 Co-incubation,to the first,7,478
SW,Virulent lytic-only,10:1 Co-incubation,to the second,7,3925
SW,Virulent lytic-only,10:1 Co-incubation,to the third,7,1569
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,7,612
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,7,3284
SW,Virulent lytic-only,Uninfected,to the first,7,479
SW,Virulent lytic-only,Uninfected,to the second,7,4010
SW,Virulent lytic-only,Uninfected,to the third,7,33290
SW,Virulent lytic-only,Uninfected,to the fourth,7,274252
SW,Virulent lytic-only,Uninfected,to the fifth,7,2244661
SW,Virulent lytic-only,Preinfected,to the first,7,0
SW,Virulent lytic-only,Preinfected,to the second,7,4
SW,Virulent lytic-only,Preinfected,to the third,7,32
SW,Virulent lytic-only,Preinfected,to the fourth,7,301
SW,Virulent lytic-only,Preinfected,to the fifth,7,3012
SW,Virulent lytic-only,Preinfected with added viruses,to the first,7,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,7,3
SW,Virulent lytic-only,Preinfected with added viruses,to the third,7,30
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,7,301
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,7,3012
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,7,479
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,7,4010
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,7,31085
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,7,13023
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,7,3284
SW,Temperate with phenomenological induction,Uninfected,to the first,7,479
SW,Temperate with phenomenological induction,Uninfected,to the second,7,4010
SW,Temperate with phenomenological induction,Uninfected,to the third,7,33290
SW,Temperate with phenomenological induction,Uninfected,to the fourth,7,274252
SW,Temperate with phenomenological induction,Uninfected,to the fifth,7,2244661
SW,Temperate with phenomenological induction,Preinfected,to the first,7,479
SW,Temperate with phenomenological induction,Preinfected,to the second,7,4010
SW,Temperate with phenomenological induction,Preinfected,to the third,7,31944
SW,Temperate with phenomenological induction,Preinfected,to the fourth,7,15427
SW,Temperate with phenomenological induction,Preinfected,to the fifth,7,3012
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,7,479
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,7,4010
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,7,18623
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,7,11033
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,7,3012
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,8,550
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,8,4426
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,8,1608
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,8,2018
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,8,2002
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,8,550
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,8,4494
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,8,36540
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,8,295782
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,8,2385589
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,8,486
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,8,3657
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,8,1278
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,8,2354
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,8,1836
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,8,1
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,8,8
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,8,78
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,8,797
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,8,1836
SW,Virulent lytic-only,10:1 Co-incubation,to the first,8,550
SW,Virulent lytic-only,10:1 Co-incubation,to the second,8,4401
SW,Virulent lytic-only,10:1 Co-incubation,to the third,8,956
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,8,373
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,8,2002
SW,Virulent lytic-only,Uninfected,to the first,8,550
SW,Virulent lytic-only,Uninfected,to the second,8,4494
SW,Virulent lytic-only,Uninfected,to the third,8,36540
SW,Virulent lytic-only,Uninfected,to the fourth,8,295782
SW,Virulent lytic-only,Uninfected,to the fifth,8,2385589
SW,Virulent lytic-only,Preinfected,to the first,8,0
SW,Virulent lytic-only,Preinfected,to the second,8,4
SW,Virulent lytic-only,Preinfected,to the third,8,21
SW,Virulent lytic-only,Preinfected,to the fourth,8,184
SW,Virulent lytic-only,Preinfected,to the fifth,8,1836
SW,Virulent lytic-only,Preinfected with added viruses,to the first,8,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,8,2
SW,Virulent lytic-only,Preinfected with added viruses,to the third,8,18
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,8,184
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,8,1836
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,8,550
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,8,4494
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,8,20278
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,8,7939
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,8,2002
SW,Temperate with phenomenological induction,Uninfected,to the first,8,550
SW,Temperate with phenomenological induction,Uninfected,to the second,8,4494
SW,Temperate with phenomenological induction,Uninfected,to the third,8,36540
SW,Temperate with phenomenological induction,Uninfected,to the fourth,8,295782
SW,Temperate with phenomenological induction,Uninfected,to the fifth,8,2385589
SW,Temperate with phenomenological induction,Preinfected,to the first,8,550
SW,Temperate with phenomenological induction,Preinfected,to the second,8,4494
SW,Temperate with phenomenological induction,Preinfected,to the third,8,21645
SW,Temperate with phenomenological induction,Preinfected,to the fourth,8,9404
SW,Temperate with phenomenological induction,Preinfected,to the fifth,8,1836
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,8,550
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,8,4494
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,8,11353
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,8,6725
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,8,1836
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,9,592
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,9,4560
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,9,1015
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,9,1342
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,9,1202
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,9,593
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,9,4774
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,9,38359
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,9,307502
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,9,2460597
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,9,560
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,9,3914
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,9,867
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,9,1572
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,9,1103
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,9,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,9,5
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,9,48
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,9,493
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,9,1103
SW,Virulent lytic-only,10:1 Co-incubation,to the first,9,592
SW,Virulent lytic-only,10:1 Co-incubation,to the second,9,4476
SW,Virulent lytic-only,10:1 Co-incubation,to the third,9,574
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,9,224
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,9,1202
SW,Virulent lytic-only,Uninfected,to the first,9,593
SW,Virulent lytic-only,Uninfected,to the second,9,4774
SW,Virulent lytic-only,Uninfected,to the third,9,38359
SW,Virulent lytic-only,Uninfected,to the fourth,9,307502
SW,Virulent lytic-only,Uninfected,to the fifth,9,2460597
SW,Virulent lytic-only,Preinfected,to the first,9,0
SW,Virulent lytic-only,Preinfected,to the second,9,6
SW,Virulent lytic-only,Preinfected,to the third,9,16
SW,Virulent lytic-only,Preinfected,to the fourth,9,110
SW,Virulent lytic-only,Preinfected,to the fifth,9,1103
SW,Virulent lytic-only,Preinfected with added viruses,to the first,9,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,9,1
SW,Virulent lytic-only,Preinfected with added viruses,to the third,9,11
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,9,110
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,9,1103
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,9,593
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,9,4774
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,9,12177
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,9,4767
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,9,1202
SW,Temperate with phenomenological induction,Uninfected,to the first,9,593
SW,Temperate with phenomenological induction,Uninfected,to the second,9,4774
SW,Temperate with phenomenological induction,Uninfected,to the third,9,38359
SW,Temperate with phenomenological induction,Uninfected,to the fourth,9,307502
SW,Temperate with phenomenological induction,Uninfected,to the fifth,9,2460597
SW,Temperate with phenomenological induction,Preinfected,to the first,9,593
SW,Temperate with phenomenological induction,Preinfected,to the second,9,4774
SW,Temperate with phenomenological induction,Preinfected,to the third,9,12998
SW,Temperate with phenomenological induction,Preinfected,to the fourth,9,5647
SW,Temperate with phenomenological induction,Preinfected,to the fifth,9,1103
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,9,593
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,9,4765
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,9,6817
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,9,4039
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,9,1103
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,10,614
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,10,3842
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,10,661
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,10,897
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,10,733
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,10,614
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,10,4914
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,10,39249
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,10,313162
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,10,2496397
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,10,602
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,10,3384
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,10,597
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,10,1056
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,10,672
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,10,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,10,3
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,10,30
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,10,310
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,10,672
SW,Virulent lytic-only,10:1 Co-incubation,to the first,10,614
SW,Virulent lytic-only,10:1 Co-incubation,to the second,10,3656
SW,Virulent lytic-only,10:1 Co-incubation,to the third,10,350
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,10,137
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,10,733
SW,Virulent lytic-only,Uninfected,to the first,10,614
SW,Virulent lytic-only,Uninfected,to the second,10,4914
SW,Virulent lytic-only,Uninfected,to the third,10,39249
SW,Virulent lytic-only,Uninfected,to the fourth,10,313162
SW,Virulent lytic-only,Uninfected,to the fifth,10,2496397
SW,Virulent lytic-only,Preinfected,to the first,10,0
SW,Virulent lytic-only,Preinfected,to the second,10,10
SW,Virulent lytic-only,Preinfected,to the third,10,15
SW,Virulent lytic-only,Preinfected,to the fourth,10,67
SW,Virulent lytic-only,Preinfected,to the fifth,10,672
SW,Virulent lytic-only,Preinfected with added viruses,to the first,10,0
SW,Virulent lytic-only,Preinfected with added viruses,to the second,10,1
SW,Virulent lytic-only,Preinfected with added viruses,to the third,10,7
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,10,67
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,10,672
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,10,614
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,10,4921
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,10,7423
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,10,2906
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,10,733
SW,Temperate with phenomenological induction,Uninfected,to the first,10,614
SW,Temperate with phenomenological induction,Uninfected,to the second,10,4914
SW,Temperate with phenomenological induction,Uninfected,to the third,10,39249
SW,Temperate with phenomenological induction,Uninfected,to the fourth,10,313162
SW,Temperate with phenomenological induction,Uninfected,to the fifth,10,2496397
SW,Temperate with phenomenological induction,Preinfected,to the first,10,614
SW,Temperate with phenomenological induction,Preinfected,to the second,10,4932
SW,Temperate with phenomenological induction,Preinfected,to the third,10,7923
SW,Temperate with phenomenological induction,Preinfected,to the fourth,10,3442
SW,Temperate with phenomenological induction,Preinfected,to the fifth,10,672
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,10,614
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,10,3215
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,10,4156
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,10,2462
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,10,672
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,11,625
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,11,2562
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,11,439
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,11,597
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,11,447
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,11,625
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,11,4983
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,11,39688
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,11,315930
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,11,2513804
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,11,625
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,11,2339
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,11,412
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,11,705
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,11,410
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,11,0
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,11,2
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,11,19
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,11,194
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,11,410
SW,Virulent lytic-only,10:1 Co-incubation,to the first,11,625
SW,Virulent lytic-only,10:1 Co-incubation,to the second,11,2398
SW,Virulent lytic-only,10:1 Co-incubation,to the third,11,213
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,11,83
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,11,447
SW,Virulent lytic-only,Uninfected,to the first,11,625
SW,Virulent lytic-only,Uninfected,to the second,11,4983
SW,Virulent lytic-only,Uninfected,to the third,11,39688
SW,Virulent lytic-only,Uninfected,to the fourth,11,315930
SW,Virulent lytic-only,Uninfected,to the fifth,11,2513804
